Row_ID,Order_ID,Order_Date,Order_Priority,Order_Quantity,Sales,Discount,Ship_Mode,Profit,Unit_Price,Shipping_Cost,Customer_Name,City,Zip_Code,State,Region,Customer_Segment,Product_Category,Product_Sub-Category,Product_Name,Product_Container,Product_Base_Margin,Ship_Date
754,5408,20/07/2012,Low,11,2392.23,0.04,Regular Air,1216.74,209.84,21.21,Bobby Elias,San Luis Obispo,93405,California,West,Small Business,Furniture,Office Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Large Box,0.59,29/07/2012
755,5409,08/01/2012,Low,11,48.91,0.01,Regular Air,-7.04,3.98,2.97,Don Jones,Burbank,60459,Illinois,Central,Corporate,Office Supplies,Paper,Unpadded Memo Slips,Wrap Bag,0.35,13/01/2012
756,5414,24/03/2010,Not Specified,14,284.62,0.1,Express Air,-27.08,20.98,5.42,Michelle Tran,Crofton,21114,Maryland,East,Corporate,Office Supplies,Storage & Organization,Acco Perma® 3000 Stacking Storage Drawers,Small Box,0.66,25/03/2010
757,5441,20/07/2009,Not Specified,34,226.83,0.02,Regular Air,-92.05,6.48,6.6,Brendan Sweed,Seatac,98158,Washington,West,Consumer,Office Supplies,Paper,Xerox 21,Small Box,0.37,22/07/2009
758,5441,20/07/2009,Not Specified,16,278.92,0.04,Regular Air,6.11,17.15,4.96,Brendan Sweed,Seatac,98158,Washington,West,Consumer,Office Supplies,Storage & Organization,Advantus Rolling Storage Box,Small Box,0.58,21/07/2009
759,5444,17/03/2011,Critical,2,885.94,0.08,Regular Air,-2024.08,449.99,24.49,Frank Carlisle,Lewisville,75057,Texas,Central,Small Business,Technology,Copiers and Fax,Canon PC940 Copier,Large Box,0.52,19/03/2011
760,5445,25/07/2010,Low,4,29.42,0.06,Express Air,14.43,3.69,0.5,Michael Dominguez,Eau Claire,54703,Wisconsin,Central,Home Office,Office Supplies,Labels,Avery 52,Small Box,0.38,30/07/2010
761,5445,25/07/2010,Low,9,46.48,0.01,Regular Air,-1.82,4.63,1.93,Michael Dominguez,Eau Claire,54703,Wisconsin,Central,Home Office,Office Supplies,Pens & Art Supplies,"Binney & Smith Crayola® Metallic Colored Pencils, 8-Color Set",Wrap Bag,0.52,01/08/2010
762,5446,20/06/2009,Low,42,433.68,0.07,Regular Air,44.1,10.98,4.8,Guy Armstrong,Indianapolis,46203,Indiana,Central,Corporate,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Small Box,0.36,27/06/2009
763,5472,10/04/2010,Low,32,216.08,0,Regular Air,-84.33,6.48,6.65,Karl Brown,Carlsbad,92008,California,West,Corporate,Office Supplies,Paper,Xerox 1966,Small Box,0.36,12/04/2010
764,5472,10/04/2010,Low,27,339.03,0.09,Regular Air,-24.44,13.48,4.51,Karl Brown,Carlsbad,92008,California,West,Corporate,Office Supplies,Storage & Organization,"Tenex Personal Project File with Scoop Front Design, Black",Small Box,0.59,14/04/2010
765,5472,10/04/2010,Low,12,1098.149,0.09,Regular Air,-182.97,115.99,5.92,Karl Brown,Carlsbad,92008,California,West,Corporate,Technology,Telephones and Communication,8890,Small Box,0.58,12/04/2010
766,5473,24/03/2012,Not Specified,42,355.69,0.09,Regular Air,-149.46,8.74,8.29,Shahid Hopkins,Mount Pleasant,48858,Michigan,Central,Small Business,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box,0.38,26/03/2012
767,5504,05/01/2010,High,6,49.55,0.06,Express Air,-20.33,5.78,7.64,Anna Andreadi,Olathe,66062,Kansas,Central,Small Business,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),Small Box,0.36,07/01/2010
768,5504,05/01/2010,High,15,606.56,0.04,Regular Air,20.23,45.99,4.99,Anna Andreadi,Olathe,66062,Kansas,Central,Small Business,Technology,Telephones and Communication,KF 788,Small Box,0.56,07/01/2010
769,5506,07/11/2010,Critical,22,129.62,0.05,Regular Air,4.41,5.88,3.04,Beth Thompson,Belvidere,61008,Illinois,Central,Corporate,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Wrap Bag,0.36,08/11/2010
770,5509,07/04/2009,Low,11,68.46,0.02,Regular Air,-22.48,5.58,5.3,Ashley Jarboe,Flagstaff,86001,Arizona,West,Home Office,Office Supplies,Envelopes,Staples Brown Kraft Recycled Clasp Envelopes,Small Box,0.35,12/04/2009
771,5509,07/04/2009,Low,21,885.23,0.03,Regular Air,78.98,40.89,18.98,Ashley Jarboe,Flagstaff,86001,Arizona,West,Home Office,Furniture,Office Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,Small Box,0.57,14/04/2009
772,5510,07/01/2010,Medium,12,116.38,0.08,Regular Air,29.68,9.68,2.03,Denise Leinenbach,South Portland,4106,Maine,East,Home Office,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",Wrap Bag,0.37,10/01/2010
773,5511,28/11/2009,Critical,46,129.44,0.02,Express Air,-5.54,2.58,1.3,Art Ferguson,Richfield,55423,Minnesota,Central,Corporate,Office Supplies,Pens & Art Supplies,DIXON Oriole® Pencils,Wrap Bag,0.59,29/11/2009
774,5511,28/11/2009,Critical,32,1829.387,0.02,Regular Air,482.45,65.99,3.9,Art Ferguson,Richfield,55423,Minnesota,Central,Corporate,Technology,Telephones and Communication,StarTAC Series,Small Box,0.55,29/11/2009
775,5538,24/12/2010,Critical,43,1281.28,0.05,Regular Air,415.85,29.17,6.27,Julia Dunbar,Wentzville,63385,MO,Central,Consumer,Office Supplies,Binders and Binder Accessories,Binding Machine Supplies,Small Box,0.37,26/12/2010
776,5538,24/12/2010,Critical,13,1940.31,0.03,Delivery Truck,-668.19,146.05,80.2,Julia Dunbar,Wentzville,63385,MO,Central,Consumer,Furniture,Tables,BPI Conference Tables,Jumbo Box,0.71,25/12/2010
777,5538,24/12/2010,Critical,4,430.848,0.06,Regular Air,-492.77,125.99,5.63,Julia Dunbar,Wentzville,63385,MO,Central,Consumer,Technology,Telephones and Communication,8290,Small Box,0.6,27/12/2010
778,5543,24/09/2010,Medium,15,703.54,0.04,Regular Air,138.46,48.58,3.99,Fred Chung,Dix Hills,11746,New York,East,Corporate,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,Small Box,0.56,26/09/2010
779,5543,24/09/2010,Medium,6,65.93,0.04,Regular Air,11.06,10.31,1.79,Fred Chung,East Meadow,11554,New York,East,Corporate,Office Supplies,Paper,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",Wrap Bag,0.38,27/09/2010
780,5543,24/09/2010,Medium,27,67.3,0.02,Regular Air,-115.38,2.18,5,Fred Chung,East Meadow,11554,New York,East,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",*Staples* Letter Opener,Wrap Bag,0.81,26/09/2010
781,5568,06/06/2011,Medium,8,120.22,0.07,Regular Air,52.69,14.34,5,Randy Ferguson,Bristol,37620,Tennessee,South,Home Office,Furniture,Office Furnishings,Nu-Dell Leatherette Frames,Small Pack,0.49,07/06/2011
782,5569,29/04/2010,Not Specified,12,118.97,0.09,Regular Air,-0.06,9.65,6.22,Frank Price,Champaign,61821,Illinois,Central,Corporate,Furniture,Office Furnishings,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Small Box,0.55,01/05/2010
783,5572,16/07/2009,High,37,288.55,0.03,Regular Air,-133.7,7.37,5.53,Anna Gayman,Bartlesville,74006,Oklahoma,Central,Corporate,Technology,Computer Peripherals,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",Small Pack,0.69,18/07/2009
784,5575,23/07/2011,Low,41,254.69,0.06,Regular Air,-269.37,5.98,10.39,Rick Hansen,Douglasville,30135,Georgia,South,Corporate,Office Supplies,Paper,Xerox 1895,Small Box,0.4,23/07/2011
785,5601,05/01/2012,High,10,120.53,0.1,Regular Air,49.26,12.22,2.85,Gary Hansen,Fort Worth,76106,Texas,Central,Consumer,Furniture,Office Furnishings,Aluminum Document Frame,Small Pack,0.55,06/01/2012
786,5607,31/12/2011,Not Specified,8,61.8715,0,Regular Air,-50.33,7.99,5.03,Michelle Lonsdale,Glen Ellyn,60137,Illinois,Central,Home Office,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,0.6,03/01/2012
787,5635,15/08/2012,Medium,17,198.78,0.02,Regular Air,-28.35,11.5,7.19,Nick Radford,Winter Garden,34787,Florida,South,Corporate,Office Supplies,Binders and Binder Accessories,Ibico Covers for Plastic or Wire Binding Elements,Small Box,0.4,17/08/2012
788,5635,15/08/2012,Medium,50,281.58,0.09,Regular Air,-161.56,5.77,5.92,Nick Radford,Winter Garden,34787,Florida,South,Corporate,Furniture,Office Furnishings,DAX Cubicle Frames - 8x10,Medium Box,0.55,17/08/2012
789,5636,15/02/2011,Medium,23,138.17,0,Regular Air,-1.09,5.85,2.27,Dennis Kane,Centereach,11720,New York,East,Small Business,Office Supplies,Pens & Art Supplies,"Dixon My First Ticonderoga Pencil, #2",Wrap Bag,0.56,17/02/2011
790,5639,01/06/2009,Medium,31,501.38,0.03,Regular Air,-71.95,15.31,8.78,Raymond Fair,Rutland,5701,Vermont,East,Small Business,Office Supplies,Storage & Organization,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Small Box,0.57,02/06/2009
791,5696,03/05/2011,Critical,4,2206.17,0.02,Regular Air,251.43,525.98,19.99,Theresa Swint,Port Saint Lucie,34952,Florida,South,Consumer,Office Supplies,Binders and Binder Accessories,GBC DocuBind 300 Electric Binding Machine,Small Box,0.37,05/05/2011
792,5696,03/05/2011,Critical,40,621.12,0.1,Regular Air,190.53,16.51,2.99,Theresa Swint,Port Saint Lucie,34952,Florida,South,Consumer,Office Supplies,Binders and Binder Accessories,JM Magazine Binder,Small Box,0.37,05/05/2011
793,5696,03/05/2011,Critical,31,175.92,0.09,Regular Air,-93.41,5.98,3.85,Theresa Swint,Port Saint Lucie,34952,Florida,South,Consumer,Technology,Computer Peripherals,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",Small Pack,0.68,05/05/2011
794,5697,04/10/2012,Critical,31,371.68,0.03,Regular Air,-13.32,11.29,5.03,Max Jones,Reading,19601,Pennsylvania,East,Home Office,Office Supplies,Storage & Organization,X-Rack™ File for Hanging Folders,Small Box,0.59,06/10/2012
795,5698,20/05/2009,Medium,15,297.05,0.09,Regular Air,-16.89,20.48,6.32,Kristina Nunn,Dearborn Heights,48127,Michigan,Central,Consumer,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,Small Box,0.58,21/05/2009
796,5698,20/05/2009,Medium,7,108.26,0.06,Regular Air,25.51,15.67,1.39,Kristina Nunn,Dearborn Heights,48127,Michigan,Central,Consumer,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",Small Box,0.38,21/05/2009
797,5699,29/07/2012,Low,2,9.25,0.01,Regular Air,-4.21,4.13,0.99,Sean Miller,Oak Creek,53154,Wisconsin,Central,Small Business,Office Supplies,Labels,Avery 491,Small Box,0.39,03/08/2012
798,5699,29/07/2012,Low,41,573.89,0.09,Express Air,-121.44,14.98,7.69,Sean Miller,Oak Creek,53154,Wisconsin,Central,Small Business,Office Supplies,Storage & Organization,Super Decoflex Portable Personal File,Small Box,0.57,03/08/2012
799,5702,06/09/2010,Not Specified,20,2039.39,0.01,Regular Air,199.73,99.99,19.99,Grant Thornton,Moreno Valley,92553,California,West,Corporate,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box,0.52,08/09/2010
800,5703,15/05/2010,Medium,29,357.96,0.06,Regular Air,10.44,12.28,6.47,Joni Blumstein,Enid,73703,Oklahoma,Central,Consumer,Office Supplies,Paper,Xerox 1881,Small Box,0.38,16/05/2010
801,5735,10/12/2009,Medium,10,2665.64,0.1,Delivery Truck,-107.49,280.98,35.67,Art Foster,Highlands Ranch,80126,Colorado,West,Home Office,Furniture,Tables,Global Adaptabilities™ Conference Tables,Jumbo Box,0.66,11/12/2009
802,5760,24/05/2009,Not Specified,34,5261.73,0.05,Delivery Truck,650.3,150.98,43.71,Nancy Lomonaco,Huntsville,77340,Texas,Central,Home Office,Furniture,Chairs & Chairmats,"Global Airflow Leather Mesh Back Chair, Black",Jumbo Drum,0.55,25/05/2009
803,5764,02/10/2010,Not Specified,23,193.79,0.02,Regular Air,-117.16,8.04,8.94,Daniel Lacy,Salt Lake City,84106,Utah,West,Small Business,Office Supplies,Binders and Binder Accessories,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Small Box,0.4,03/10/2010
804,5765,14/12/2009,Low,23,849.46,0.04,Regular Air,9.06,35.44,19.99,Jonathan Doherty,Gastonia,28052,North Carolina,South,Corporate,Office Supplies,Paper,Xerox 1880,Small Box,0.38,21/12/2009
805,5767,28/04/2012,High,36,163.54,0.03,Express Air,-95.06,4.13,5.04,Jessica Myrick,Laramie,82070,Wyoming,West,Small Business,Office Supplies,Binders and Binder Accessories,"ACCOHIDE® 3-Ring Binder, Blue, 1""",Small Box,0.38,29/04/2012
806,5767,28/04/2012,High,31,2390.54,0.08,Regular Air,756.1,82.99,5.5,Jessica Myrick,Laramie,82070,Wyoming,West,Small Business,Technology,Computer Peripherals,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Small Box,0.44,30/04/2012
807,5799,02/08/2011,Critical,34,9626.86,0.08,Delivery Truck,1882.2,294.62,42.52,Jack O'Briant,Woodbury,55125,Minnesota,Central,Small Business,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,Jumbo Drum,0.57,04/08/2011
808,5828,05/03/2009,Low,21,6005.21,0.08,Delivery Truck,-450.7,296.18,54.12,Christina DeMoss,Montclair,22025,Virginia,South,Home Office,Furniture,Tables,Hon 94000 Series Round Tables,Jumbo Box,0.76,12/03/2009
809,5830,24/03/2010,Medium,49,2012.14,0.07,Regular Air,241.74,40.97,14.45,Shirley Jackson,Somerville,2145,MA,East,Corporate,Furniture,Office Furnishings,Dana Halogen Swing-Arm Architect Lamp,Large Box,0.57,25/03/2010
810,5856,05/11/2009,High,42,10307.01,0,Delivery Truck,3025.59,230.98,23.78,Christopher Martinez,Thornton,80229,Colorado,West,Small Business,Furniture,Tables,"Bush® Cubix Conference Tables, Fully Assembled",Jumbo Box,0.6,07/11/2009
811,5858,13/07/2012,Not Specified,48,2531.66,0.02,Regular Air,354.74,50.98,13.66,Sibella Parks,Albany,97321,Oregon,West,Small Business,Office Supplies,Appliances,Eureka The Boss® Cordless Rechargeable Stick Vac,Small Box,0.58,15/07/2012
812,5858,13/07/2012,Not Specified,29,5382.3105,0,Regular Air,1419.05,205.99,8.99,Sibella Parks,Aloha,97007,Oregon,West,Small Business,Technology,Telephones and Communication,Talkabout T8097,Small Box,0.58,15/07/2012
813,5860,19/02/2012,Not Specified,12,56.73,0.09,Regular Air,8.33,4.84,0.71,Annie Thurman,Logan,84321,Utah,West,Consumer,Office Supplies,Pens & Art Supplies,*Staples* Highlighting Markers,Wrap Bag,0.52,21/02/2012
814,5863,21/11/2010,Medium,40,933.21,0.05,Regular Air,207.18,22.98,7.58,Guy Thornton,Saint Peters,63376,MO,Central,Corporate,Furniture,Office Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",Small Box,0.51,22/11/2010
815,5890,03/11/2012,High,42,813.535,0,Express Air,435.95,20.99,0.99,David Philippe,Prior Lake,55372,Minnesota,Central,Consumer,Technology,Telephones and Communication,Accessory21,Wrap Bag,0.37,04/11/2012
816,5891,28/12/2012,Medium,2,44.45,0.01,Regular Air,-17.46,20.98,1.49,Art Foster,Highlands Ranch,80126,Colorado,West,Home Office,Office Supplies,Binders and Binder Accessories,Avery Legal 4-Ring Binder,Small Box,0.35,30/12/2012
817,5894,12/08/2009,High,7,384.33,0.1,Regular Air,87.68,58.1,1.49,Ann Chong,Arlington Heights,60004,Illinois,Central,Corporate,Office Supplies,Binders and Binder Accessories,Avery Arch Ring Binders,Small Box,0.38,13/08/2009
818,5894,12/08/2009,High,3,239.03,0.01,Regular Air,-68.22,80.48,4.5,Ann Chong,Aurora,60505,Illinois,Central,Corporate,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,Small Box,0.55,15/08/2009
819,5920,19/11/2009,High,4,582.59,0.07,Regular Air,-121.75,155.06,7.07,Nat Gilpin,Midwest City,73110,Oklahoma,Central,Consumer,Office Supplies,Storage & Organization,"Dual Level, Single-Width Filing Carts",Small Box,0.59,19/11/2009
820,5921,06/04/2009,Low,27,384.74,0.01,Express Air,2.69,13.43,5.5,Maurice Satty,Lakeland,33801,Florida,South,Corporate,Office Supplies,Storage & Organization,"Fellowes Personal Hanging Folder Files, Navy",Small Box,0.57,13/04/2009
821,5925,12/11/2011,Low,44,3922.42,0.08,Regular Air,-354.9,92.23,39.61,Joy Bell,Elmhurst,60126,Illinois,Central,Home Office,Furniture,Office Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Medium Box,0.67,19/11/2011
822,5925,12/11/2011,Low,25,1733.3625,0.07,Regular Air,-267.01,85.99,0.99,Joy Bell,Elmhurst,60126,Illinois,Central,Home Office,Technology,Telephones and Communication,Accessory4,Wrap Bag,0.85,19/11/2011
823,5954,02/12/2012,Critical,32,18316.3,0.06,Delivery Truck,4569.06,596.98,14.7,Ken Heidel,Peachtree City,30269,Georgia,South,Corporate,Technology,Office Machines,Epson FX-2180 Wide Format Dot Matrix Printer,Jumbo Drum,0.57,04/12/2012
824,5957,26/12/2010,High,15,68.32,0.05,Regular Air,-66.72,4.28,6.72,Ionia McGrath,Bessemer,35020,Alabama,South,Small Business,Office Supplies,Paper,Xerox 1927,Small Box,0.4,27/12/2010
825,5957,26/12/2010,High,3,536.38,0.03,Delivery Truck,-258.8,150.98,66.27,Ionia McGrath,Birmingham,35211,Alabama,South,Small Business,Furniture,Bookcases,Bush Mission Pointe Library,Jumbo Box,0.65,28/12/2010
826,5957,26/12/2010,High,23,391.8755,0.1,Regular Air,-38.02,20.99,4.81,Ionia McGrath,Birmingham,35211,Alabama,South,Small Business,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,0.58,29/12/2010
827,5958,15/09/2011,Medium,3,2036.97,0.03,Regular Air,-2397.44,699.99,24.49,Giulietta Dortch,Menlo Park,94025,California,West,Small Business,Technology,Copiers and Fax,Canon PC1060 Personal Laser Copier,Large Box,0.41,17/09/2011
828,5958,15/09/2011,Medium,21,2629.664,0.09,Delivery Truck,27.74,159.31,60,Giulietta Dortch,Stockton,95207,California,West,Small Business,Furniture,Tables,Hon Non-Folding Utility Tables,Jumbo Drum,0.55,15/09/2011
829,5984,17/06/2009,Low,37,394.62,0.06,Regular Air,-31.39,10.89,4.5,Eric Barreto,Huntington Beach,92646,California,West,Consumer,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,Small Box,0.59,22/06/2009
830,5984,17/06/2009,Low,42,464.64,0.03,Regular Air,14.48,10.64,5.16,Eric Barreto,Huntington Beach,92646,California,West,Consumer,Furniture,Office Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Small Box,0.57,22/06/2009
831,5984,17/06/2009,Low,11,96.68,0.03,Regular Air,22.25,7.96,4.95,Eric Barreto,Huntington Beach,92646,California,West,Consumer,Furniture,Office Furnishings,Staples Plastic Wall Frames,Small Box,0.41,19/06/2009
832,5986,21/04/2012,High,48,5556.18,0.08,Regular Air,1638.48,120.98,3.99,Filia McAdams,Upper Saint Clair,15241,Pennsylvania,East,Small Business,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",Small Box,0.6,21/04/2012
833,5986,21/04/2012,High,20,1021.55,0.05,Delivery Truck,64.81,50.98,14.19,Filia McAdams,Upper Saint Clair,15241,Pennsylvania,East,Small Business,Furniture,Chairs & Chairmats,"Global Deluxe Stacking Chair, Gray",Jumbo Drum,0.56,22/04/2012
834,5986,21/04/2012,High,41,205.24,0.03,Regular Air,-148.77,4.89,4.93,Filia McAdams,Upper Saint Clair,15241,Pennsylvania,East,Small Business,Technology,Computer Peripherals,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Small Pack,0.66,22/04/2012
835,5988,21/11/2010,Not Specified,40,19109.61,0.1,Express Air,-379.29,499.99,24.49,Sanjit Chand,Urbandale,50322,Iowa,Central,Home Office,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier,Large Box,0.36,22/11/2010
836,5989,14/10/2011,Medium,6,155.48,0.1,Regular Air,-6.64,25.98,5.37,Ellis Ballard,Roseville,95661,California,West,Corporate,Office Supplies,Appliances,3M Office Air Cleaner,Medium Box,0.5,16/10/2011
837,5989,14/10/2011,Medium,21,56.77,0.06,Regular Air,-3.2,2.78,1.34,Ellis Ballard,Roseville,95661,California,West,Corporate,Office Supplies,Pens & Art Supplies,Prang Drawing Pencil Set,Wrap Bag,0.45,15/10/2011
838,5990,07/04/2010,Critical,9,63.91,0.06,Regular Air,-27.78,6.48,6.35,Eric Murdock,Inglewood,90301,California,West,Home Office,Office Supplies,Paper,Xerox 200,Small Box,0.37,08/04/2010
839,6016,20/01/2012,High,19,208.28,0.07,Regular Air,3.63,11.48,5.43,Skye Norling,Lansing,60438,Illinois,Central,Home Office,Office Supplies,Paper,Personal Creations™ Ink Jet Cards and Labels,Small Box,0.36,20/01/2012
840,6018,18/08/2012,Low,39,206.09,0,Regular Air,36.04,5.08,2.03,Toby Grace,Gainesville,30501,Georgia,South,Home Office,Furniture,Office Furnishings,"Master Caster Door Stop, Brown",Wrap Bag,0.51,20/08/2012
841,6018,18/08/2012,Low,2,124.25,0.07,Regular Air,-55.78,55.98,13.88,Toby Grace,Hinesville,31313,Georgia,South,Home Office,Office Supplies,Paper,Xerox 1882,Small Box,0.36,23/08/2012
842,6020,21/09/2009,Medium,23,66.09,0.09,Regular Air,13.71,2.88,0.99,Arianne Irving,Maryville,37804,Tennessee,South,Corporate,Office Supplies,Labels,Avery 514,Small Box,0.36,23/09/2009
843,6050,28/03/2010,Low,3,261.94,0.06,Delivery Truck,-219.78,80.97,33.6,Phillip Flathmann,Plainview,11803,New York,East,Small Business,Technology,Office Machines,Lexmark Z25 Color Inkjet Printer,Jumbo Drum,0.37,04/04/2010
844,6050,28/03/2010,Low,47,9574.82,0.08,Regular Air,-505.98,209.37,69,Phillip Flathmann,Plainview,11803,New York,East,Small Business,Furniture,Tables,Hon 2111 Invitation™ Series Corner Table,Large Box,0.79,02/04/2010
